known	unknown	DDC	DDE	TFC
0224QasimIbnSalam.GharibHadith.Shia003895Vols-ara1	Shia003895Vols	0.94466	~	~
0228IbnHammadKhuzaci.Fitan.Shia003470-ara1	Shia003470	0.9943	~	0.9832
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	Shia003044Vols	0.99129	~	0.97886
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	Shia003473	0.93958	~	~
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	Shia003105Vols	0.93895	~	~
0230IbnSacd.TabaqatKubra.Shamela0001686-ara1	Shia003055	0.93609	~	~
0230IbnSacd.TarjamatHasan.Shia003988-ara1	Shia003988	0.99347	~	0.98617
0230IbnSacd.TarjamatHasan.Shia003988-ara1	Shia003989	0.93753	~	~
0230IbnSacd.TarjamatHusayn.Shia003989-ara1	Shia003989	0.99204	~	0.98243
0230IbnSacd.TarjamatHusayn.Shia003989-ara1	Shia003988	0.94257	~	~
0230IbnSacd.TarjamatHusayn.Shia003989-ara1	Shia003425	0.94118	~	~
0232CisaIbnSacidShashi.Hadith.ShamAY0033604-ara1	Shia003470	0.95565	~	~
0232CisaIbnSacidShashi.Hadith.ShamAY0033604-ara1	Shia004341	0.93089	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	Shia003056	0.96796	~	~
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	Shia003457	0.93428	~	~
0235IbnAbiShayba.Adab.Shamela0000638-ara1	Shia003470	0.94718	~	~
0235IbnAbiShayba.Iman.Shamela0007767-ara1	Shia003470	0.94888	~	~
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	Shia003457	0.96453	~	~
0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1	Shia003056	0.94105	~	~
0240KhalifaIbnKhayyat.Musnad.Shamela0012863-ara1	Shia003060Vols	0.94028	~	~
0240KhalifaIbnKhayyat.Musnad.Shamela0012863-ara1	Shia004243Vols	0.93529	~	~
0240KhalifaIbnKhayyat.Musnad.Shamela0012863-ara1	Shia004341	0.93273	~	~
0240KhalifaIbnKhayyat.Tabaqat.Shia003056-ara1	Shia003056	0.99567	~	0.97144
0240KhalifaIbnKhayyat.Tabaqat.Shia003056-ara1	Shia003457	0.94204	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	Shia003055	0.97822	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	Shia003044Vols	0.94023	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	Shia003060Vols	0.93532	~	~
0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1	Shia003426Vols	0.93003	~	~
0241IbnHanbal.Salat.ShamAY0035233-ara1	Shia004541	0.93425	~	~
0243HannadIbnSari.Zuhd.Shamela0013027-ara1	Shia003470	0.94031	~	~
0243HarithMuhasibi.Makasib.Shamela0006230-ara1	Shia003684Vols	0.93299	~	~
0244IbnSikkit.KanzLughawi.JK010885-ara1	Shia003899	0.96887	~	~
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	Shia003457	0.99164	~	0.9691
0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1	Shia003056	0.94784	~	~
0245MuhammadIbnHabib.MukhtalafQabail.Shamela0026540-ara1	Shia003056	0.95196	~	~
0245MuhammadIbnHabib.UmmahatNabi.Shamela0026929-ara1	Shia003056	0.95003	~	~
0246AbuCaliIbnShadhdhan.Hadith.Shamela0029707-ara1	Shia004243Vols	0.942	~	~
0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.Shia001919-ara1	Shia004341	0.93453	~	~
0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1	Shia003707Vols	0.94071	~	~
0246QasimRassi.TathbitImama.Shia004484-ara1	Shia004484	0.98287	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	Shia004243Vols	0.95477	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	Shia004341	0.94272	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	Shia003470	0.94071	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	Shia004225Vols	0.93286	~	~
0249CabdIbnHamid.MuntakhabMinMusnad.ShamAY0033973-ara1	Shia004246	0.93254	~	~
0255CabdAllahDarimi.Sunan.Sham19Y0036114-ara5	Shia004243Vols	0.94303	~	~
0255CabdAllahDarimi.Sunan.Sham19Y0036114-ara5	Shia004225Vols	0.93051	~	~
0255Jahiz.Cuthmaniyya.Shia003459BK1-ara1	Shia003459	0.95693	~	~
0256Bukhari.Ducafa.Shamela0008632-ara1	Shia003070	0.97145	~	~
0256Bukhari.DucafaSaghir.Shia003070-ara1	Shia003070	0.97613	~	~
0256Bukhari.KhalqAfcal.Shamela0009697-ara1	Shia004243Vols	0.93451	~	~
0256Bukhari.TarikhKabir.Shamela0000956-ara1	Shia003062Vols	0.989	~	0.94754
0256Bukhari.TarikhSaghir.Shia003060Vols-ara1	Shia003060Vols	0.99413	~	0.98166
0256Bukhari.TarikhSaghir.Shia003060Vols-ara1	Shia003426Vols	0.93449	~	~
0256Bukhari.TarikhSaghir.Shia003060Vols-ara1	Shia003062Vols	0.93038	~	~
0257AbuSacidAshajj.Juz.Shamela0026353-ara1	Shia003470	0.94111	~	~
0257IbnCabdHakam.FutuhMisr.Shamela0011404-ara1	Shia003460	0.98315	~	~
0257IbnCarafaCabdi.Juz.Shamela0009313-ara1	Shia004341	0.94248	~	~
0258IbnYahyaNaysaburi.Juz.Shamela0021684-ara1	Shia004243Vols	0.94566	~	~
0260IbnSahlTabari.FirdawsHikmaFiTibb.Shia004667-ara1	Shia004667	0.97772	~	~
0260ImamCaskari.Tafsir.Shia002334-ara1	Shia003707Vols	0.9339	~	~
0261Muslim.Munfaridat.JK000512-ara1	Shia003077	0.94073	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	Shia004341	0.95114	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	Shia003470	0.95076	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	Shia004243Vols	0.95033	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	Shia004246	0.93582	~	~
0261Muslim.Sahih.ShamAY0033938-ara1	Shia003461Vols	0.93027	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	Shia003461Vols	0.9752	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	Shia004341	0.94237	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	Shia003470	0.94127	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	Shia004243Vols	0.93904	~	~
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1	Shia003465Vols	0.93058	~	~
0262IbnCasimIsbahani.Juz.Shia001926-ara1	Shia003697	0.93467	~	~
0264AbuZurcaRazi.CilalWaSualat.Sham19Y0011402-ara1	Shia003430Vols	0.93484	~	~
0264AbuZurcaRazi.CilalWaSualat.Sham19Y0011402-ara1	Shia003236Vols	0.93303	~	~
0264AbuZurcaRazi.CilalWaSualat.Sham19Y0011402-ara1	Shia003157Vols_c	0.93042	~	~
0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1	Shia004341	0.96213	~	~
0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1	Shia004243Vols	0.95074	~	~
0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1	Shia004246	0.93562	~	~
0267HammadIbnIshaq.TarikatNabi.Shamela0022657-ara1	Shia004243Vols	0.93487	~	~
0267IbnCabdAllahTarqufi.Hadith.Shamela0030432-ara1	Shia004243Vols	0.95844	~	~
0267IbnCabdAllahTarqufi.Hadith.Shamela0030432-ara1	Shia004246	0.93426	~	~
0271IbnSinanQazzaz.JuzMinHadith.Shamela0009399-ara1	Shia004341	0.93466	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia004243Vols	0.95866	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia004246	0.95308	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia004341	0.94493	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia003060Vols	0.93628	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia003041Vols	0.93246	~	~
0273IbnMaja.Sunan.Shia001731Vols-ara1	Shia004225Vols	0.9311	~	~
0275AbuDawudSijistani.Marasil.ShamAY0033999-ara1	Shia004243Vols	0.9333	~	~
0276IbnHazimGhifari.MusnadGhifari.Shamela0026449-ara1	Shia004243Vols	0.93523	~	~
0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.Shia001932-ara1	Shia004341	0.93057	~	~
0276IbnQutaybaDinawari.GharibHadith.Shamela0007012-ara1	Shia003901Vols	0.98744	~	0.96848
0276IbnQutaybaDinawari.ImamaWaSiyasa.JK001030-ara1	Shia003671Vols	0.99066	~	0.9457
0276IbnQutaybaDinawari.ImamaWaSiyasa.JK001030-ara1	Shia003673Vols	0.97162	~	~
0276IbnQutaybaDinawari.Macarif.Shamela0012129-ara1	Shia003424	0.98665	~	0.95753
0276IbnQutaybaDinawari.Macarif.Shamela0012129-ara1	Shia003092Vols	0.94888	~	~
0276IbnQutaybaDinawari.Macarif.Shamela0012129-ara1	Shia003473	0.93735	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	Shia003154Vols	0.94094	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	Shia004541	0.93587	~	~
0276IbnQutaybaDinawari.TawilMukhtalafHadith.Shamela0007292-ara1	Shia004518	0.93489	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	Shia003044Vols	0.94846	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	Shia003092Vols	0.93987	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	Shia003424	0.93921	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	Shia003230Vols	0.93657	~	~
0279Baladhuri.AnsabAshraf.Shamela0009773-ara1	Shia003473	0.93541	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	Shia003465Vols	0.97946	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	Shia003473	0.9583	~	~
0279Baladhuri.FutuhBuldan.Shamela0012221-ara1	Shia003230Vols	0.95142	~	~
0279IbnAbiKhaythama.TarikhKabir.Shamela0008477-ara1	Shia003078Vols	0.97357	~	0.93566
0279IbnAbiKhaythama.TarikhKabir.Shamela0008477-ara1	Shia003426Vols	0.96772	~	~
0279IbnAbiKhaythama.TarikhKabir.Shamela0008477-ara1	Shia003074	0.93022	~	~
0279Tirmidhi.CilalSaghir.Shamela0005897-ara1	Shia003074	0.99474	65.27	0.98255
0279Tirmidhi.CilalSaghir.Shamela0005897-ara1	Shia003078Vols	0.93636	~	~
0279Tirmidhi.CilalSaghir.Shamela0005897-ara1	Shia003426Vols	0.93493	~	~
0280IbnTayfur.BallaghatNisa.Shamela0012848-ara1	Shia003485	0.98017	~	~
0281AbuCamrHilalRaqqi.HadithZaydIbnAbiAnisa.ShamAY0032851-ara1	Shia004243Vols	0.93793	~	~
0281AbuZurcaDimashqi.FawaidMucallala.Shamela0010627-ara1	Shia004243Vols	0.93621	~	~
0281IbnAbiDunya.Ciyal.Shamela0013075-ara1	Shia004341	0.9502	~	~
0281IbnAbiDunya.Ciyal.Shamela0013075-ara1	Shia003470	0.94016	~	~
0281IbnAbiDunya.DhammMuskir.JK000635-ara1	Shia003426Vols	0.93537	~	~
0281IbnAbiDunya.Hilm.JK000049-ara1	Shia003426Vols	0.93344	~	~
0281IbnAbiDunya.HusnZannBiLlah.JK000018-ara1	Shia004341	0.931	~	~
0281IbnAbiDunya.Ikhwan.Shamela0012990-ara1	Shia003426Vols	0.95573	~	~
0281IbnAbiDunya.Ikhwan.Shamela0012990-ara1	Shia003078Vols	0.95042	~	~
0281IbnAbiDunya.Ikhwan.Shamela0012990-ara1	Shia004341	0.93909	~	~
0281IbnAbiDunya.Ikhwan.Shamela0012990-ara1	Shia003074	0.93516	~	~
0281IbnAbiDunya.IslahMal.JK001040-ara1	Shia003426Vols	0.9549	~	~
0281IbnAbiDunya.IslahMal.JK001040-ara1	Shia003078Vols	0.94358	~	~
0281IbnAbiDunya.IslahMal.JK001040-ara1	Shia003074	0.93917	~	~
0281IbnAbiDunya.IslahMal.JK001040-ara1	Shia003470	0.93295	~	~
0281IbnAbiDunya.IstinacMacruf.Shamela0006022-ara1	Shia004341	0.93396	~	~
0281IbnAbiDunya.Juc.Shamela0009306-ara1	Shia003078Vols	0.95205	~	~
0281IbnAbiDunya.Juc.Shamela0009306-ara1	Shia003426Vols	0.9358	~	~
0281IbnAbiDunya.Juc.Shamela0009306-ara1	Shia003227Vols	0.93559	~	~
0281IbnAbiDunya.Khumul.ShamAY0038157-ara1	Shia003426Vols	0.9507	~	~
0281IbnAbiDunya.Khumul.ShamAY0038157-ara1	Shia004341	0.94592	~	~
0281IbnAbiDunya.Khumul.ShamAY0038157-ara1	Shia003078Vols	0.94445	~	~
0281IbnAbiDunya.Khumul.ShamAY0038157-ara1	Shia003074	0.93136	~	~
0281IbnAbiDunya.MakarimAkhlaq.JK000015-ara1	Shia003060Vols	0.93187	~	~
0281IbnAbiDunya.MakarimAkhlaq.JK000015-ara1	Shia004341	0.93088	~	~
0281IbnAbiDunya.MaradWaKaffarat.JK000014-ara1	Shia004341	0.94224	~	~
0281IbnAbiDunya.MudaratNas.Shamela0013152-ara1	Shia003426Vols	0.94337	~	~
0281IbnAbiDunya.MudaratNas.Shamela0013152-ara1	Shia004341	0.9427	~	~
0281IbnAbiDunya.MudaratNas.Shamela0013152-ara1	Shia003078Vols	0.93849	~	~
0281IbnAbiDunya.MudaratNas.Shamela0013152-ara1	Shia003060Vols	0.93113	~	~
0281IbnAbiDunya.Mutamannin.JK001194-ara1	Shia003078Vols	0.94152	~	~
0281IbnAbiDunya.Mutamannin.JK001194-ara1	Shia003426Vols	0.9398	~	~
0281IbnAbiDunya.RasailFiTawakkul.ShamAY0038149-ara1	Shia004341	0.93967	~	~
0281IbnAbiDunya.Samt.Shamela0013039-ara1	Shia003470	0.94236	~	~
0281IbnAbiDunya.Samt.Shamela0013039-ara1	Shia004341	0.93824	~	~
0281IbnAbiDunya.Shukr.JK000013-ara1	Shia003060Vols	0.93257	~	~
0281IbnAbiDunya.Shukr.JK000013-ara1	Shia004341	0.93086	~	~
0281IbnAbiDunya.ShukrLiLlah.Shia001937-ara1	Shia004341	0.93291	~	~
0281IbnAbiDunya.TawaducWaKhumul.JK000002-ara1	Shia003078Vols	0.95236	~	~
0281IbnAbiDunya.TawaducWaKhumul.JK000002-ara1	Shia003426Vols	0.95025	~	~
0281IbnAbiDunya.TawaducWaKhumul.JK000002-ara1	Shia004341	0.9403	~	~
0281IbnAbiDunya.TawaducWaKhumul.JK000002-ara1	Shia003074	0.93435	~	~
0281IbnAbiDunya.Warac.JK000019-ara1	Shia003078Vols	0.94995	~	~
0281IbnAbiDunya.Warac.JK000019-ara1	Shia003426Vols	0.93774	~	~
0281IbnAbiDunya.Warac.JK000019-ara1	Shia003227Vols	0.93207	~	~
0282AbuHanifaDinawari.AkhbarTiwal.Shia003075-ara1	Shia003075	0.98453	~	0.94689
0282HarithHaythami.BughyaBahith.Shia001949-ara1	Shia004243Vols	0.95203	~	~
0282HarithHaythami.BughyaBahith.Shia001949-ara1	Shia004225Vols	0.94137	~	~
0282HarithHaythami.BughyaBahith.Shia001949-ara1	Shia004246	0.93206	~	~
0282IbnIshaqJahdami.FadlSalat.Shia001950-ara1	Shia004243Vols	0.9529	~	~
0282IbnIshaqJahdami.FadlSalat.Shia001950-ara1	Shia004341	0.94176	~	~
0282IbnIshaqJahdami.FadlSalat.Shia001950-ara1	Shia004246	0.93605	~	~
0282IbnIshaqJahdami.FadlSalat.Shia001950-ara1	Shia004225Vols	0.93098	~	~
0283BaghandiKabir.AmaliBaghandi.Shamela0008202-ara1	Shia004243Vols	0.95377	~	~
0283BaghandiKabir.AmaliBaghandi.Shamela0008202-ara1	Shia004246	0.93574	~	~
0285IbnYazidMubarrad.NasabCadnan.Shamela0028170-ara1	Shia003056	0.94067	~	~
0285IbrahimHarbi.GharibHadith.Shamela0013133-ara1	Shia003903Vols	0.95716	~	~
0287IbnAbiCasim.AhadWaMathani.JK000481-ara1	Shia003060Vols	0.948	~	~
0287IbnAbiCasim.Awail.Shia001959-ara1	Shia004243Vols	0.93108	~	~
0287IbnAbiCasim.Diyat.ShamAY0034284-ara1	Shia003470	0.94111	~	~
0287IbnAbiCasim.Jihad.JK000562-ara1	Shia003470	0.93579	~	~
0287IbnAbiCasim.Jihad.JK000562-ara1	Shia004341	0.93378	~	~
0287IbnAbiCasim.Salat.Shamela0026823-ara1	Shia004341	0.93318	~	~
0290IbnCaliKhuyutiAbbar.JuzMinHadithZuhri.ShamAY0038636-ara1	Shia004341	0.93537	~	~
0290IbnHasanSaffar.BasairDarajat.Shia001117-ara1	Shia004341	0.93549	~	~
0290IbnMansurMuradi.Dhikr.Zaydiyya0000268-ara1	Shia004341	0.94898	~	~
0290IbnMansurMuradi.Dhikr.Zaydiyya0000268-ara1	Shia003470	0.94272	~	~
0292SacidBardhaci.Ducafa.JK000835-ara1	Shia003074	0.93012	~	~
0292SacidBardhaci.SualatLiAbiZurca.ShamAY0034145-ara1	Shia003074	0.9361	~	~
0292Yacqubi.Tarikh.JK001493-ara1	Shia003468Vols	0.97667	~	~
0294IbnHarunBazzaz.Fawaid.ShamAY0033671-ara1	Shia004243Vols	0.9321	~	~
0294IbnNasrMarwazi.Sunna.Shamela0013032-ara1	Shia004243Vols	0.95141	~	~
0294IbnNasrMarwazi.Sunna.Shamela0013032-ara1	Shia004225Vols	0.93982	~	~
0294IbnNasrMarwazi.Sunna.Shamela0013032-ara1	Shia004246	0.9343	~	~
0294IbnNasrMarwazi.TaczimQadrSalat.Shamela0013087-ara1	Shia004243Vols	0.93915	~	~
0294IbnNasrMarwazi.TaczimQadrSalat.Shamela0013087-ara1	Shia004341	0.93129	~	~
0298HadiIlaHaqqYahya.SharhBalighMudrak.Zaydiyya0000401-ara1	Shia003684Vols	0.94253	~	~
0298HadiIlaHaqqYahya.TuhfaCasjadiya.Shia003990-ara1	Shia003990	0.96221	~	~
0298HadiIlaHaqqYahya.TuhfaCasjadiya.Shia003990-ara1	Shia002905Vols	0.93638	~	~
0298HadiIlaHaqqYahya.TuhfaCasjadiya.Shia003990-ara1	Shia004503	0.93024	~	~
0298IbnCalawayhQattan.Fawaid.ShamAY0032938-ara1	Shia004341	0.93079	~	~
0300IbnSulaymanKufi.ManaqibImam.Shia001273Vols-ara1	Shia004341	0.94569	~	~
0301AbuBakrFaryabi.Qadar.Shamela0011333-ara1	Shia004341	0.93989	~	~
0301AbuBakrFaryabi.Qadar.Shamela0011333-ara1	Shia003470	0.93794	~	~
0303Nasai.CamalYawmWaLayla.JK000735-ara1	Shia004243Vols	0.94019	~	~
0303Nasai.CamalYawmWaLayla.JK000735-ara1	Shia003470	0.93999	~	~
0303Nasai.CamalYawmWaLayla.JK000735-ara1	Shia004341	0.93996	~	~
0303Nasai.CishratNisa.ShamAY0035249-ara1	Shia004341	0.94088	~	~
0303Nasai.CishratNisa.ShamAY0035249-ara1	Shia004243Vols	0.93968	~	~
0303Nasai.CishratNisa.ShamAY0035249-ara1	Shia003470	0.93678	~	~
0303Nasai.DucafaWaMatrukin.JK000509-ara2	Shia003076	0.95468	~	~
0303Nasai.FadailSahaba.JK000747-ara1	Shia004243Vols	0.93873	~	~
0303Nasai.Jumca.Shamela0021577-ara1	Shia004243Vols	0.93043	~	~
0303Nasai.KhasaisAmirMumininCali.JK000669-ara1	Shia004243Vols	0.9518	~	~
0303Nasai.KhasaisAmirMumininCali.JK000669-ara1	Shia004225Vols	0.93739	~	~
0303Nasai.KhasaisAmirMumininCali.JK000669-ara1	Shia004341	0.93654	~	~
0303Nasai.SunanKubra.JK000475-ara1	Shia003470	0.93293	~	~
0303Nasai.SunanKubra.JK000475-ara1	Shia004243Vols	0.93084	~	~
0303Nasai.TasmiyatFuqahaAmsar.Shia003077BK6-ara1	Shia003077	0.94422	~	~
0306Wakic.AkhbarQudat.JK007001-ara1	Shia003426Vols	0.99001	~	0.97511
0306Wakic.AkhbarQudat.JK007001-ara1	Shia003078Vols	0.95832	~	~
0306Wakic.AkhbarQudat.JK007001-ara1	Shia003074	0.93955	~	~
0306Wakic.AkhbarQudat.JK007001-ara1	Shia004341	0.93173	~	~
0306Wakic.AkhbarQudat.JK007001-ara1	Shia003227Vols	0.93098	~	~
0307AbuYaclaMawsili.Mafarid.Shia001975-ara1	Shia004243Vols	0.94681	~	~
0307AbuYaclaMawsili.Mafarid.Shia001975-ara1	Shia004246	0.93204	~	~
0307AbuYaclaMawsili.Mucjam.JK000691-ara1	Shia004243Vols	0.95112	~	~
0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1	Shia004243Vols	0.93981	~	~
0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1	Shia004341	0.93744	~	~
0307IbnHarunRuyani.Musnad.JK000653-ara1	Shia004341	0.93587	~	~
0307IbnHarunRuyani.Musnad.JK000653-ara1	Shia004243Vols	0.93122	~	~
0308AbuSacidJanadi.FadailMadina.Shia003472-ara1	Shia003472	0.9837	~	0.9504
0308AbuSacidJanadi.FadailMadina.Shia003472-ara1	Shia003060Vols	0.93023	~	~
0310IbnAhmadDulabi.Dhariyya.JK000621-ara1	Shia003473	0.93298	~	~
0310IbnAhmadDulabi.KunaWaAsma.JK007016-ara1	Shia004243Vols	0.93291	~	~
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003473	0.96974	~	0.93036
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003044Vols	0.95327	~	~
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003055	0.94533	~	~
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003230Vols	0.9348	~	~
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003092Vols	0.93225	~	~
0310Tabari.MuntakhabMinDhayl.Shamela0009783BK4-ara1	Shia003060Vols	0.93116	~	~
0310Tabari.Tarikh.Shamela0009783BK1-ara1	Shia003474Vols	0.98424	~	0.97021
0311AbuBakrKhallal.MuntakhabMinCilal.ShamAY0034173-ara1	Shia003470	0.94484	~	~
0311IbnFilBalisi.Juz.Shamela0026741-ara1	Shia004243Vols	0.94498	~	~
0312BaghandiSaghir.HadithShaybanIbnFarrukh.ShamAY0032818-ara1	Shia004243Vols	0.94214	~	~
0312BaghandiSaghir.MusnadCumar.Shamela0013173-ara1	Shia003060Vols	0.93952	~	~
0313IbnZaydanKufi.Musnad.Shamela0021488-ara1	Shia004243Vols	0.95023	~	~
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1	Shia003675Vols	0.97509	~	~
0314IbnActhamKufi.Futuh.Shia003675Vols-ara1	Shia003455Vols	0.93315	~	~
0316IbnAbiDawudSijistani.Bacth.JK011319-ara1	Shia004243Vols	0.94329	~	~
0316IbnAbiDawudSijistani.Bacth.JK011319-ara1	Shia004341	0.9356	~	~
0317AbuQasimBaghawi.MucjamSahaba.Shamela0023100-ara1	Shia003473	0.94279	~	~
0317AbuQasimBaghawi.MucjamSahaba.Shamela0023100-ara1	Shia003060Vols	0.94048	~	~
0317AbuQasimBaghawi.MucjamSahaba.Shamela0023100-ara1	Shia004341	0.93649	~	~
0317AbuQasimBaghawi.MucjamSahaba.Shamela0023100-ara1	Shia003230Vols	0.93237	~	~
0318AbuCarubaHarrani.MuntaqaMinTabaqat.Shamela0008274-ara1	Shia003473	0.95472	~	~
0318AbuCarubaHarrani.MuntaqaMinTabaqat.Shamela0008274-ara1	Shia003060Vols	0.95338	~	~
0318AbuCarubaHarrani.MuntaqaMinTabaqat.Shamela0008274-ara1	Shia003041Vols	0.93664	~	~
